size,Sieve,IntSieve,SetSieve
100,0.0002202501054853201,0.00001795799471437931,0.000032499898225069046
1000,0.000016040867194533348,0.0002026669681072235,0.00008208304643630981
10000,0.00011612498201429844,0.007421791087836027,0.0008759999182075262
100000,0.0010569170117378235,0.5530140828341246,0.010142415994778275
1000000,0.011054749833419919,60.09357604198158,0.1988552080001682
